numero,url,nome,proximas_evolucoes,tamanho,peso,tipos,efetividade,habilidades
0859,https://pokemondb.net/pokedex/impidimp,Impidimp,"[{'numero': '#0860', 'level': 'Level 42', 'item': None, 'nome': 'Morgrem', 'url': 'https://pokemondb.net/pokedex/morgrem'}, {'numero': '#0861', 'level': None, 'item': None, 'nome': 'Grimmsnarl', 'url': 'https://pokemondb.net/pokedex/grimmsnarl'}]",0.4 m (1′04″),5.5 kg (12.1 lbs),"Dark, Fairy","{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '1', 'Gra': '1', 'Ice': '1', 'Fig': '1', 'Poi': '2', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/pickpocket', 'nome': 'Pickpocket', 'descricao': 'Steals an item when hit by another Pokémon.'}, {'url': 'https://pokemondb.net/ability/frisk', 'nome': 'Frisk', 'descricao': ""The Pokémon can check a foe's held item.""}, {'url': 'https://pokemondb.net/ability/prankster', 'nome': 'Prankster', 'descricao': 'Prankster increases the priority of status moves by +1. This means that a slower Pokémon with Prankster can use a status move before the opponent uses a regular move. Or if the ability-bearer is faster, it could use a status move before the opponent uses a priority move like Aqua Jet . The move Quick Guard does not block moves whose priority is increased by Prankster (but it does block moves that already have increased priority).'}]"
0860,https://pokemondb.net/pokedex/morgrem,Morgrem,"[{'numero': '#0861', 'level': None, 'item': None, 'nome': 'Grimmsnarl', 'url': 'https://pokemondb.net/pokedex/grimmsnarl'}]",0.8 m (2′07″),12.5 kg (27.6 lbs),"Dark, Fairy","{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '1', 'Gra': '1', 'Ice': '1', 'Fig': '1', 'Poi': '2', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/pickpocket', 'nome': 'Pickpocket', 'descricao': 'Steals an item when hit by another Pokémon.'}, {'url': 'https://pokemondb.net/ability/frisk', 'nome': 'Frisk', 'descricao': ""The Pokémon can check a foe's held item.""}, {'url': 'https://pokemondb.net/ability/prankster', 'nome': 'Prankster', 'descricao': 'Prankster increases the priority of status moves by +1. This means that a slower Pokémon with Prankster can use a status move before the opponent uses a regular move. Or if the ability-bearer is faster, it could use a status move before the opponent uses a priority move like Aqua Jet . The move Quick Guard does not block moves whose priority is increased by Prankster (but it does block moves that already have increased priority).'}]"
0861,https://pokemondb.net/pokedex/grimmsnarl,Grimmsnarl,,1.5 m (4′11″),61.0 kg (134.5 lbs),"Dark, Fairy","{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '1', 'Gra': '1', 'Ice': '1', 'Fig': '1', 'Poi': '2', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/pickpocket', 'nome': 'Pickpocket', 'descricao': 'Steals an item when hit by another Pokémon.'}, {'url': 'https://pokemondb.net/ability/frisk', 'nome': 'Frisk', 'descricao': ""The Pokémon can check a foe's held item.""}, {'url': 'https://pokemondb.net/ability/prankster', 'nome': 'Prankster', 'descricao': 'Prankster increases the priority of status moves by +1. This means that a slower Pokémon with Prankster can use a status move before the opponent uses a regular move. Or if the ability-bearer is faster, it could use a status move before the opponent uses a priority move like Aqua Jet . The move Quick Guard does not block moves whose priority is increased by Prankster (but it does block moves that already have increased priority).'}]"
0862,https://pokemondb.net/pokedex/obstagoon,Obstagoon,,1.6 m (5′03″),46.0 kg (101.4 lbs),"Dark, Normal","{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '1', 'Gra': '1', 'Ice': '1', 'Fig': '4', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/defiant', 'nome': 'Defiant', 'descricao': ""Defiant raises the ability-bearer's Attack by two stages when hit by a stat-lowering move. Stats can be raised to a maximum of +6 stages each.""}, {'url': 'https://pokemondb.net/ability/guts', 'nome': 'Guts', 'descricao': ""Guts raises the ability-bearer's Attack by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If burnt, the Pokémon does not suffer the usual drop in Attack. All other effects of the status condition remain, e.g. losing HP each turn (poison, burn), speed drop (paralysis) or being unable to attack (paralysis, freeze, sleep).""}, {'url': 'https://pokemondb.net/ability/reckless', 'nome': 'Reckless', 'descricao': ""Reckless increases the power of recoil moves by 20%. By extension, this means the amount of recoil damage taken will increase as more damage is dealt (except for High Jump Kick and Jump Kick which are based on the user's HP). The attacks classed as punching moves are shown below with their normal and boosted power: * No Pokémon with Reckless can learn these moves.""}]"
0863,https://pokemondb.net/pokedex/perrserker,Perrserker,,0.8 m (2′07″),28.0 kg (61.7 lbs),Steel,"{'Nor': '½', 'Fir': '2', 'Wat': '1', 'Ele': '1', 'Gra': '½', 'Ice': '½', 'Fig': '2', 'Poi': '0', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/steely-spirit', 'nome': 'Steely Spirit', 'descricao': ""Powers up ally Pokémon's Steel-type moves.""}, {'url': 'https://pokemondb.net/ability/tough-claws', 'nome': 'Tough Claws', 'descricao': 'Tough Claws increases the power of moves that make contact. Most Physical-category moves are contact moves.'}, {'url': 'https://pokemondb.net/ability/battle-armor', 'nome': 'Battle Armor', 'descricao': 'Battle Armor prevents the Pokémon from receiving a critical hit.'}]"
0864,https://pokemondb.net/pokedex/cursola,Cursola,,1.0 m (3′03″),0.4 kg (0.9 lbs),Ghost,"{'Nor': '0', 'Fir': '1', 'Wat': '1', 'Ele': '1', 'Gra': '1', 'Ice': '1', 'Fig': '0', 'Poi': '½', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/weak-armor', 'nome': 'Weak Armor', 'descricao': 'When a Pokémon with Weak Armor is hit by a physical move, its Defense drops one stage, but its Speed increases by one stage. Stats can be raised to a maximum of +6 stages each, or lowered to a minimum of -6 stages each.'}, {'url': 'https://pokemondb.net/ability/perish-body', 'nome': 'Perish Body', 'descricao': 'When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle.'}]"
0846,https://pokemondb.net/pokedex/arrokuda,Arrokuda,"[{'numero': '#0847', 'level': None, 'item': None, 'nome': 'Barraskewda', 'url': 'https://pokemondb.net/pokedex/barraskewda'}]",0.5 m (1′08″),1.0 kg (2.2 lbs),Water,"{'Nor': '1', 'Fir': '½', 'Wat': '½', 'Ele': '2', 'Gra': '2', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/propeller-tail', 'nome': 'Propeller Tail', 'descricao': 'Ignores moves and abilities that draw in moves.'}, {'url': 'https://pokemondb.net/ability/swift-swim', 'nome': 'Swift Swim', 'descricao': ""Swift Swim doubles the ability-bearer's Speed during rain .""}]"
0845,https://pokemondb.net/pokedex/cramorant,Cramorant,,0.8 m (2′07″),18.0 kg (39.7 lbs),"Flying, Water","{'Nor': '1', 'Fir': '½', 'Wat': '½', 'Ele': '4', 'Gra': '1', 'Ice': '1', 'Fig': '½', 'Poi': '1', 'Gro': '0'}","[{'url': 'https://pokemondb.net/ability/gulp-missile', 'nome': 'Gulp Missile', 'descricao': 'Gulp Missile is the signature ability of Cramorant . If Cramorant uses the move Surf or Dive , it returns with a fish in its mouth. If Cramorant then takes damage, it retaliates by spitting out the fish, dealing extra damage. Cramorant may also return carrying a Pikachu . If Pikachu is launched at the opponent they will become paralyzed.'}]"
0835,https://pokemondb.net/pokedex/yamper,Yamper,"[{'numero': '#0836', 'level': None, 'item': None, 'nome': 'Boltund', 'url': 'https://pokemondb.net/pokedex/boltund'}]",0.3 m (1′00″),13.5 kg (29.8 lbs),Electric,"{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '½', 'Gra': '1', 'Ice': '1', 'Fig': '1', 'Poi': '1', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/rattled', 'nome': 'Rattled', 'descricao': 'When a Pokémon with Rattled is hit by a Bug , Ghost or Dark type move, its Speed is raised one stage (up to the usual maximum of +6 stages).'}, {'url': 'https://pokemondb.net/ability/ball-fetch', 'nome': 'Ball Fetch', 'descricao': 'If the Pokémon is not holding an item, it will fetch the Poké Ball from the first failed throw of the battle.'}]"
0831,https://pokemondb.net/pokedex/wooloo,Wooloo,"[{'numero': '#0832', 'level': None, 'item': None, 'nome': 'Dubwool', 'url': 'https://pokemondb.net/pokedex/dubwool'}]",0.6 m (2′00″),6.0 kg (13.2 lbs),Normal,"{'Nor': '1', 'Fir': '2', 'Wat': '1', 'Ele': '1', 'Gra': '1', 'Ice': '1', 'Fig': '2', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/bulletproof', 'nome': 'Bulletproof', 'descricao': 'Bulletproof makes the Pokémon immune to ball and bomb moves. In Generation 6 , Rock Blast is not affected by Bulletproof .'}, {'url': 'https://pokemondb.net/ability/run-away', 'nome': 'Run Away', 'descricao': 'Run Away allows the bearer to flee a battle with a wild Pokémon without fail, even if the opposing Pokémon has used a move like Mean Look or Bind , or has an ability such as Arena Trap . Pokémon with Run Away cannot switch out for another Pokémon, only flee. It does not allow the Pokémon to flee from Trainer battles.'}, {'url': 'https://pokemondb.net/ability/fluffy', 'nome': 'Fluffy', 'descricao': 'Fluffy reduces damage from contact moves by 50%, but Fire-type moves do double damage. Fire-type moves that make contact do regular damage.'}]"
0832,https://pokemondb.net/pokedex/dubwool,Dubwool,,1.3 m (4′03″),43.0 kg (94.8 lbs),Normal,"{'Nor': '1', 'Fir': '2', 'Wat': '1', 'Ele': '1', 'Gra': '1', 'Ice': '1', 'Fig': '2', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/bulletproof', 'nome': 'Bulletproof', 'descricao': 'Bulletproof makes the Pokémon immune to ball and bomb moves. In Generation 6 , Rock Blast is not affected by Bulletproof .'}, {'url': 'https://pokemondb.net/ability/steadfast', 'nome': 'Steadfast', 'descricao': 'Raises Speed each time the Pokémon flinches.'}, {'url': 'https://pokemondb.net/ability/fluffy', 'nome': 'Fluffy', 'descricao': 'Fluffy reduces damage from contact moves by 50%, but Fire-type moves do double damage. Fire-type moves that make contact do regular damage.'}]"
0833,https://pokemondb.net/pokedex/chewtle,Chewtle,"[{'numero': '#0834', 'level': None, 'item': None, 'nome': 'Drednaw', 'url': 'https://pokemondb.net/pokedex/drednaw'}]",0.3 m (1′00″),8.5 kg (18.7 lbs),Water,"{'Nor': '1', 'Fir': '½', 'Wat': '½', 'Ele': '2', 'Gra': '2', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/swift-swim', 'nome': 'Swift Swim', 'descricao': ""Swift Swim doubles the ability-bearer's Speed during rain .""}, {'url': 'https://pokemondb.net/ability/shell-armor', 'nome': 'Shell Armor', 'descricao': 'Shell Armor prevents the Pokémon from receiving a critical hit.'}, {'url': 'https://pokemondb.net/ability/strong-jaw', 'nome': 'Strong Jaw', 'descricao': 'Strong Jaw increases the power of all biting moves by 50%. The attacks classed as biting moves are shown below with their normal and boosted power:'}]"
0834,https://pokemondb.net/pokedex/drednaw,Drednaw,,1.0 m (3′03″),115.5 kg (254.6 lbs),"Water, Rock","{'Nor': '½', 'Fir': '¼', 'Wat': '1', 'Ele': '2', 'Gra': '4', 'Ice': '½', 'Fig': '2', 'Poi': '½', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/swift-swim', 'nome': 'Swift Swim', 'descricao': ""Swift Swim doubles the ability-bearer's Speed during rain .""}, {'url': 'https://pokemondb.net/ability/shell-armor', 'nome': 'Shell Armor', 'descricao': 'Shell Armor prevents the Pokémon from receiving a critical hit.'}, {'url': 'https://pokemondb.net/ability/strong-jaw', 'nome': 'Strong Jaw', 'descricao': 'Strong Jaw increases the power of all biting moves by 50%. The attacks classed as biting moves are shown below with their normal and boosted power:'}]"
0836,https://pokemondb.net/pokedex/boltund,Boltund,,1.0 m (3′03″),34.0 kg (75.0 lbs),Electric,"{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '½', 'Gra': '1', 'Ice': '1', 'Fig': '1', 'Poi': '1', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/competitive', 'nome': 'Competitive', 'descricao': ""Competitive raises the ability-bearer's Special Attack by two stages when hit by a stat-lowering move. Stats can be raised to a maximum of +6 stages each.""}, {'url': 'https://pokemondb.net/ability/strong-jaw', 'nome': 'Strong Jaw', 'descricao': 'Strong Jaw increases the power of all biting moves by 50%. The attacks classed as biting moves are shown below with their normal and boosted power:'}]"
0837,https://pokemondb.net/pokedex/rolycoly,Rolycoly,"[{'numero': '#0838', 'level': 'Level 34', 'item': None, 'nome': 'Carkol', 'url': 'https://pokemondb.net/pokedex/carkol'}, {'numero': '#0839', 'level': None, 'item': None, 'nome': 'Coalossal', 'url': 'https://pokemondb.net/pokedex/coalossal'}]",0.3 m (1′00″),12.0 kg (26.5 lbs),Rock,"{'Nor': '½', 'Fir': '½', 'Wat': '2', 'Ele': '1', 'Gra': '2', 'Ice': '1', 'Fig': '2', 'Poi': '½', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/flash-fire', 'nome': 'Flash Fire', 'descricao': ""When a Pokémon with Flash Fire is hit by a Fire-type move, it does not deal damage but instead raises the power of the bearer's Fire-type moves by 50%. Subsequent hits do not raise the power even more, but the effect remains while the ability-bearer is in battle.""}, {'url': 'https://pokemondb.net/ability/heatproof', 'nome': 'Heatproof', 'descricao': ""Heatproof reduces the damage taken from Fire -type moves by 50%. It also halves the damage from a burn, from 1 ⁄ 8 to 1 ⁄ 16 of the Pokémon's maximum HP.""}, {'url': 'https://pokemondb.net/ability/steam-engine', 'nome': 'Steam Engine', 'descricao': ""Steam Engine raises the user's Speed by three stages when it is hit by a Fire- or Water-type attack. The attack still deals damage. Stats can be raised to a maximum of +6 stages each. If a Pokémon with Steam Engine (or Flame Body or Magma Armor ) and a Pokémon Egg are both in the party Pokémon, the number of steps required to hatch the egg are halved.""}]"
0838,https://pokemondb.net/pokedex/carkol,Carkol,"[{'numero': '#0839', 'level': None, 'item': None, 'nome': 'Coalossal', 'url': 'https://pokemondb.net/pokedex/coalossal'}]",1.1 m (3′07″),78.0 kg (172.0 lbs),"Rock, Fire","{'Nor': '½', 'Fir': '¼', 'Wat': '4', 'Ele': '1', 'Gra': '1', 'Ice': '½', 'Fig': '2', 'Poi': '½', 'Gro': '4'}","[{'url': 'https://pokemondb.net/ability/flash-fire', 'nome': 'Flash Fire', 'descricao': ""When a Pokémon with Flash Fire is hit by a Fire-type move, it does not deal damage but instead raises the power of the bearer's Fire-type moves by 50%. Subsequent hits do not raise the power even more, but the effect remains while the ability-bearer is in battle.""}, {'url': 'https://pokemondb.net/ability/flame-body', 'nome': 'Flame Body', 'descricao': 'If a Pokémon with Flame Body is hit by a move that makes contact, there is a 30% chance the attacker will become burned. If a Pokémon with Flame Body (or Magma Armor or Steam Engine ) and a Pokémon Egg are both in the party Pokémon, the number of steps required to hatch the egg are halved.'}, {'url': 'https://pokemondb.net/ability/steam-engine', 'nome': 'Steam Engine', 'descricao': ""Steam Engine raises the user's Speed by three stages when it is hit by a Fire- or Water-type attack. The attack still deals damage. Stats can be raised to a maximum of +6 stages each. If a Pokémon with Steam Engine (or Flame Body or Magma Armor ) and a Pokémon Egg are both in the party Pokémon, the number of steps required to hatch the egg are halved.""}]"
0839,https://pokemondb.net/pokedex/coalossal,Coalossal,,2.8 m (9′02″),310.5 kg (684.5 lbs),"Rock, Fire","{'Nor': '½', 'Fir': '¼', 'Wat': '4', 'Ele': '1', 'Gra': '1', 'Ice': '½', 'Fig': '2', 'Poi': '½', 'Gro': '4'}","[{'url': 'https://pokemondb.net/ability/flash-fire', 'nome': 'Flash Fire', 'descricao': ""When a Pokémon with Flash Fire is hit by a Fire-type move, it does not deal damage but instead raises the power of the bearer's Fire-type moves by 50%. Subsequent hits do not raise the power even more, but the effect remains while the ability-bearer is in battle.""}, {'url': 'https://pokemondb.net/ability/flame-body', 'nome': 'Flame Body', 'descricao': 'If a Pokémon with Flame Body is hit by a move that makes contact, there is a 30% chance the attacker will become burned. If a Pokémon with Flame Body (or Magma Armor or Steam Engine ) and a Pokémon Egg are both in the party Pokémon, the number of steps required to hatch the egg are halved.'}, {'url': 'https://pokemondb.net/ability/steam-engine', 'nome': 'Steam Engine', 'descricao': ""Steam Engine raises the user's Speed by three stages when it is hit by a Fire- or Water-type attack. The attack still deals damage. Stats can be raised to a maximum of +6 stages each. If a Pokémon with Steam Engine (or Flame Body or Magma Armor ) and a Pokémon Egg are both in the party Pokémon, the number of steps required to hatch the egg are halved.""}]"
0840,https://pokemondb.net/pokedex/applin,Applin,"[{'numero': '(use ', 'level': '#0841', 'item': None, 'nome': None, 'url': None}, {'numero': '(use ', 'level': '#0842', 'item': None, 'nome': None, 'url': None}, {'numero': '(use ', 'level': '#1011', 'item': None, 'nome': None, 'url': None}, {'numero': '(after ', 'level': '#1019', 'item': None, 'nome': None, 'url': None}]",0.2 m (0′08″),0.5 kg (1.1 lbs),"Grass, Dragon","{'Nor': '1', 'Fir': '1', 'Wat': '¼', 'Ele': '¼', 'Gra': '¼', 'Ice': '4', 'Fig': '1', 'Poi': '2', 'Gro': '½'}","[{'url': 'https://pokemondb.net/ability/bulletproof', 'nome': 'Bulletproof', 'descricao': 'Bulletproof makes the Pokémon immune to ball and bomb moves. In Generation 6 , Rock Blast is not affected by Bulletproof .'}, {'url': 'https://pokemondb.net/ability/gluttony', 'nome': 'Gluttony', 'descricao': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%. Pinch berries are: Figy, Wiki, Mago, Aguav, Iapapa, Liechi, Ganlon, Salac, Petaya, Apicot, Lansat, Starf, Micle and Custap. (Their descriptions state that they work in a pinch. )'}, {'url': 'https://pokemondb.net/ability/ripen', 'nome': 'Ripen', 'descricao': 'Doubles the effect of berries.'}]"
0841,https://pokemondb.net/pokedex/flapple,Flapple,,0.3 m (1′00″),1.0 kg (2.2 lbs),"Grass, Dragon","{'Nor': '1', 'Fir': '1', 'Wat': '¼', 'Ele': '¼', 'Gra': '¼', 'Ice': '4', 'Fig': '1', 'Poi': '2', 'Gro': '½'}","[{'url': 'https://pokemondb.net/ability/hustle', 'nome': 'Hustle', 'descricao': ""Hustle increases the ability-bearer's Attack by 50%, however, it also reduces the Accuracy of all Physical moves by 20%. If a Pokémon with Hustle is the leading party Pokémon, wild Pokémon are 50% more likely to be higher level.""}, {'url': 'https://pokemondb.net/ability/gluttony', 'nome': 'Gluttony', 'descricao': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%. Pinch berries are: Figy, Wiki, Mago, Aguav, Iapapa, Liechi, Ganlon, Salac, Petaya, Apicot, Lansat, Starf, Micle and Custap. (Their descriptions state that they work in a pinch. )'}, {'url': 'https://pokemondb.net/ability/ripen', 'nome': 'Ripen', 'descricao': 'Doubles the effect of berries.'}]"
0842,https://pokemondb.net/pokedex/appletun,Appletun,,0.4 m (1′04″),13.0 kg (28.7 lbs),"Grass, Dragon","{'Nor': '1', 'Fir': '1', 'Wat': '¼', 'Ele': '¼', 'Gra': '¼', 'Ice': '4', 'Fig': '1', 'Poi': '2', 'Gro': '½'}","[{'url': 'https://pokemondb.net/ability/thick-fat', 'nome': 'Thick Fat', 'descricao': 'Thick Fat reduces the damage taken from Fire -type and Ice -type moves by 50%. Interestingly, many Pokémon possessing this ability already take reduced damage from those types. A Dewgong or Walrein with Thick Fat would take 1 ⁄ 8 normal damage when hit by an Ice-type move.'}, {'url': 'https://pokemondb.net/ability/gluttony', 'nome': 'Gluttony', 'descricao': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%. Pinch berries are: Figy, Wiki, Mago, Aguav, Iapapa, Liechi, Ganlon, Salac, Petaya, Apicot, Lansat, Starf, Micle and Custap. (Their descriptions state that they work in a pinch. )'}, {'url': 'https://pokemondb.net/ability/ripen', 'nome': 'Ripen', 'descricao': 'Doubles the effect of berries.'}]"
0843,https://pokemondb.net/pokedex/silicobra,Silicobra,"[{'numero': '#0844', 'level': None, 'item': None, 'nome': 'Sandaconda', 'url': 'https://pokemondb.net/pokedex/sandaconda'}]",2.2 m (7′03″),7.6 kg (16.8 lbs),Ground,"{'Nor': '1', 'Fir': '1', 'Wat': '2', 'Ele': '0', 'Gra': '2', 'Ice': '2', 'Fig': '1', 'Poi': '½', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/sand-veil', 'nome': 'Sand Veil', 'descricao': ""Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm . It also gives immunity to sandstorm damage (if they are not already protected by being Ground / Rock / Steel type). If a Pokémon with Sand Veil is the leading party Pokémon while travelling in a sandstorm, wild Pokémon are only half as likely to appear.""}, {'url': 'https://pokemondb.net/ability/shed-skin', 'nome': 'Shed Skin', 'descricao': 'The Pokémon may heal its own status problems.'}, {'url': 'https://pokemondb.net/ability/sand-spit', 'nome': 'Sand Spit', 'descricao': 'Creates a sandstorm when hit by an attack.'}]"
0844,https://pokemondb.net/pokedex/sandaconda,Sandaconda,,3.8 m (12′06″),65.5 kg (144.4 lbs),Ground,"{'Nor': '1', 'Fir': '1', 'Wat': '2', 'Ele': '0', 'Gra': '2', 'Ice': '2', 'Fig': '1', 'Poi': '½', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/sand-veil', 'nome': 'Sand Veil', 'descricao': ""Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm . It also gives immunity to sandstorm damage (if they are not already protected by being Ground / Rock / Steel type). If a Pokémon with Sand Veil is the leading party Pokémon while travelling in a sandstorm, wild Pokémon are only half as likely to appear.""}, {'url': 'https://pokemondb.net/ability/shed-skin', 'nome': 'Shed Skin', 'descricao': 'The Pokémon may heal its own status problems.'}, {'url': 'https://pokemondb.net/ability/sand-spit', 'nome': 'Sand Spit', 'descricao': 'Creates a sandstorm when hit by an attack.'}]"
0847,https://pokemondb.net/pokedex/barraskewda,Barraskewda,,1.3 m (4′03″),30.0 kg (66.1 lbs),Water,"{'Nor': '1', 'Fir': '½', 'Wat': '½', 'Ele': '2', 'Gra': '2', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/propeller-tail', 'nome': 'Propeller Tail', 'descricao': 'Ignores moves and abilities that draw in moves.'}, {'url': 'https://pokemondb.net/ability/swift-swim', 'nome': 'Swift Swim', 'descricao': ""Swift Swim doubles the ability-bearer's Speed during rain .""}]"
0817,https://pokemondb.net/pokedex/drizzile,Drizzile,"[{'numero': '#0818', 'level': None, 'item': None, 'nome': 'Inteleon', 'url': 'https://pokemondb.net/pokedex/inteleon'}]",0.7 m (2′04″),11.5 kg (25.4 lbs),Water,"{'Nor': '1', 'Fir': '½', 'Wat': '½', 'Ele': '2', 'Gra': '2', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/sniper', 'nome': 'Sniper', 'descricao': 'Sniper increases the power of critical hits by 1.5×. This means a critical hit will deal 2.25× normal damage instead of 1.5×. In Generations 1-5 critical hits deal 2× normal damage, so Sniper inflicts 3× normal damage.'}, {'url': 'https://pokemondb.net/ability/torrent', 'nome': 'Torrent', 'descricao': ""Torrent increases the power of Water -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0814,https://pokemondb.net/pokedex/raboot,Raboot,"[{'numero': '#0815', 'level': None, 'item': None, 'nome': 'Cinderace', 'url': 'https://pokemondb.net/pokedex/cinderace'}]",0.6 m (2′00″),9.0 kg (19.8 lbs),Fire,"{'Nor': '1', 'Fir': '½', 'Wat': '2', 'Ele': '1', 'Gra': '½', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/libero', 'nome': 'Libero', 'descricao': ""Libero changes the Pokémon's type to that of its previously used attack.""}, {'url': 'https://pokemondb.net/ability/blaze', 'nome': 'Blaze', 'descricao': ""Blaze increases the power of Fire -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0816,https://pokemondb.net/pokedex/sobble,Sobble,"[{'numero': '#0817', 'level': 'Level 35', 'item': None, 'nome': 'Drizzile', 'url': 'https://pokemondb.net/pokedex/drizzile'}, {'numero': '#0818', 'level': None, 'item': None, 'nome': 'Inteleon', 'url': 'https://pokemondb.net/pokedex/inteleon'}]",0.3 m (1′00″),4.0 kg (8.8 lbs),Water,"{'Nor': '1', 'Fir': '½', 'Wat': '½', 'Ele': '2', 'Gra': '2', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/sniper', 'nome': 'Sniper', 'descricao': 'Sniper increases the power of critical hits by 1.5×. This means a critical hit will deal 2.25× normal damage instead of 1.5×. In Generations 1-5 critical hits deal 2× normal damage, so Sniper inflicts 3× normal damage.'}, {'url': 'https://pokemondb.net/ability/torrent', 'nome': 'Torrent', 'descricao': ""Torrent increases the power of Water -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0815,https://pokemondb.net/pokedex/cinderace,Cinderace,,1.4 m (4′07″),33.0 kg (72.8 lbs),Fire,"{'Nor': '1', 'Fir': '½', 'Wat': '2', 'Ele': '1', 'Gra': '½', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/libero', 'nome': 'Libero', 'descricao': ""Libero changes the Pokémon's type to that of its previously used attack.""}, {'url': 'https://pokemondb.net/ability/blaze', 'nome': 'Blaze', 'descricao': ""Blaze increases the power of Fire -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0818,https://pokemondb.net/pokedex/inteleon,Inteleon,,1.9 m (6′03″),45.2 kg (99.6 lbs),Water,"{'Nor': '1', 'Fir': '½', 'Wat': '½', 'Ele': '2', 'Gra': '2', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/sniper', 'nome': 'Sniper', 'descricao': 'Sniper increases the power of critical hits by 1.5×. This means a critical hit will deal 2.25× normal damage instead of 1.5×. In Generations 1-5 critical hits deal 2× normal damage, so Sniper inflicts 3× normal damage.'}, {'url': 'https://pokemondb.net/ability/torrent', 'nome': 'Torrent', 'descricao': ""Torrent increases the power of Water -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0819,https://pokemondb.net/pokedex/skwovet,Skwovet,"[{'numero': '#0820', 'level': None, 'item': None, 'nome': 'Greedent', 'url': 'https://pokemondb.net/pokedex/greedent'}]",0.3 m (1′00″),2.5 kg (5.5 lbs),Normal,"{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '1', 'Gra': '1', 'Ice': '1', 'Fig': '2', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/gluttony', 'nome': 'Gluttony', 'descricao': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%. Pinch berries are: Figy, Wiki, Mago, Aguav, Iapapa, Liechi, Ganlon, Salac, Petaya, Apicot, Lansat, Starf, Micle and Custap. (Their descriptions state that they work in a pinch. )'}, {'url': 'https://pokemondb.net/ability/cheek-pouch', 'nome': 'Cheek Pouch', 'descricao': ""Cheek Pouch restores the bearer's HP when a Berry is consumed, on top of the berry's usual effects. So for example, it may cure a status condition and restore HP, or restore more HP than normal.""}]"
