numero,url,nome,tipos,Peso_kg,altura_cm,efetividade_dict,habilidades_nomes,habilidades_urls,habilidades_descricoes,numero_evol,level_evol,item_evol,nome_evol,url_evol
956,https://pokemondb.net/pokedex/espathra,Espathra,Psychic,90.0,190.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 0.5, 'Poi': 1.0, 'Gro': 1.0}",Speed Boost; Frisk; Opportunist,https://pokemondb.net/ability/speed-boost; https://pokemondb.net/ability/frisk; https://pokemondb.net/ability/opportunist,Its Speed stat is gradually boosted.; The Pokémon can check a foe's held item.; Copies stat boosts by the opponent.,None,None,None,None,None
957,https://pokemondb.net/pokedex/tinkatink,Tinkatink,"Fairy, Steel",8.9,40.0,"{'Nor': 0.5, 'Fir': 2.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 0.5, 'Fig': 1.0, 'Poi': 0.0, 'Gro': 2.0}",Pickpocket; Own Tempo; Mold Breaker,https://pokemondb.net/ability/pickpocket; https://pokemondb.net/ability/own-tempo; https://pokemondb.net/ability/mold-breaker,"Steals an item when hit by another Pokémon.; Prevents the Pokémon from becoming confused.; Mold Breaker prevents a target's ability from affecting moves that the Mold Breaker Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves. For example, a Haxorus with Mold Breaker would be able to hit a Bronzong (having Levitate ) using a Ground type move like Earthquake . Ground type moves would still not affect Flying types. However, if Dragon Claw KOs a Pokémon with Aftermath , a Mold Breaker Pokémon would still lose HP as Aftermath did not affect the Dragon Claw attack itself.",958; 959,38; None,None; None,Tinkatuff; Tinkaton,https://pokemondb.net/pokedex/tinkatuff; https://pokemondb.net/pokedex/tinkaton
958,https://pokemondb.net/pokedex/tinkatuff,Tinkatuff,"Fairy, Steel",59.1,70.0,"{'Nor': 0.5, 'Fir': 2.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 0.5, 'Fig': 1.0, 'Poi': 0.0, 'Gro': 2.0}",Pickpocket; Own Tempo; Mold Breaker,https://pokemondb.net/ability/pickpocket; https://pokemondb.net/ability/own-tempo; https://pokemondb.net/ability/mold-breaker,"Steals an item when hit by another Pokémon.; Prevents the Pokémon from becoming confused.; Mold Breaker prevents a target's ability from affecting moves that the Mold Breaker Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves. For example, a Haxorus with Mold Breaker would be able to hit a Bronzong (having Levitate ) using a Ground type move like Earthquake . Ground type moves would still not affect Flying types. However, if Dragon Claw KOs a Pokémon with Aftermath , a Mold Breaker Pokémon would still lose HP as Aftermath did not affect the Dragon Claw attack itself.",959,None,None,Tinkaton,https://pokemondb.net/pokedex/tinkaton
959,https://pokemondb.net/pokedex/tinkaton,Tinkaton,"Fairy, Steel",112.8,70.0,"{'Nor': 0.5, 'Fir': 2.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 0.5, 'Fig': 1.0, 'Poi': 0.0, 'Gro': 2.0}",Pickpocket; Own Tempo; Mold Breaker,https://pokemondb.net/ability/pickpocket; https://pokemondb.net/ability/own-tempo; https://pokemondb.net/ability/mold-breaker,"Steals an item when hit by another Pokémon.; Prevents the Pokémon from becoming confused.; Mold Breaker prevents a target's ability from affecting moves that the Mold Breaker Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves. For example, a Haxorus with Mold Breaker would be able to hit a Bronzong (having Levitate ) using a Ground type move like Earthquake . Ground type moves would still not affect Flying types. However, if Dragon Claw KOs a Pokémon with Aftermath , a Mold Breaker Pokémon would still lose HP as Aftermath did not affect the Dragon Claw attack itself.",None,None,None,None,None
960,https://pokemondb.net/pokedex/wiglett,Wiglett,Water,1.8,120.0,"{'Nor': 1.0, 'Fir': 0.5, 'Wat': 0.5, 'Ele': 2.0, 'Gra': 2.0, 'Ice': 0.5, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 1.0}",Sand Veil; Rattled; Gooey,https://pokemondb.net/ability/sand-veil; https://pokemondb.net/ability/rattled; https://pokemondb.net/ability/gooey,"Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm . It also gives immunity to sandstorm damage (if they are not already protected by being Ground / Rock / Steel type). If a Pokémon with Sand Veil is the leading party Pokémon while travelling in a sandstorm, wild Pokémon are only half as likely to appear.; When a Pokémon with Rattled is hit by a Bug , Ghost or Dark type move, its Speed is raised one stage (up to the usual maximum of +6 stages).; Contact with the Pokémon lowers the attacker's Speed stat.",961,None,None,Wugtrio,https://pokemondb.net/pokedex/wugtrio
961,https://pokemondb.net/pokedex/wugtrio,Wugtrio,Water,5.4,120.0,"{'Nor': 1.0, 'Fir': 0.5, 'Wat': 0.5, 'Ele': 2.0, 'Gra': 2.0, 'Ice': 0.5, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 1.0}",Sand Veil; Rattled; Gooey,https://pokemondb.net/ability/sand-veil; https://pokemondb.net/ability/rattled; https://pokemondb.net/ability/gooey,"Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm . It also gives immunity to sandstorm damage (if they are not already protected by being Ground / Rock / Steel type). If a Pokémon with Sand Veil is the leading party Pokémon while travelling in a sandstorm, wild Pokémon are only half as likely to appear.; When a Pokémon with Rattled is hit by a Bug , Ghost or Dark type move, its Speed is raised one stage (up to the usual maximum of +6 stages).; Contact with the Pokémon lowers the attacker's Speed stat.",None,None,None,None,None
962,https://pokemondb.net/pokedex/bombirdier,Bombirdier,"Flying, Dark",42.9,150.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 2.0, 'Gra': 0.5, 'Ice': 2.0, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 0.0}",Rocky Payload; Keen Eye; Big Pecks,https://pokemondb.net/ability/rocky-payload; https://pokemondb.net/ability/keen-eye; https://pokemondb.net/ability/big-pecks,"Rocky Payload increases the power of Rock-type moves used by this Pokémon by 50%.; Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack . If a Pokémon with Keen Eye is the leading party Pokémon, wild Pokémon are 50% less likely to be lower level.; Big Pecks prevents the ability-bearer's Defense stat from being lowered, for example via Tail Whip .",None,None,None,None,None
949,https://pokemondb.net/pokedex/toedscruel,Toedscruel,"Ground, Grass",58.0,190.0,"{'Nor': 1.0, 'Fir': 2.0, 'Wat': 1.0, 'Ele': 0.0, 'Gra': 1.0, 'Ice': 4.0, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 0.5}",Mycelium Might,https://pokemondb.net/ability/mycelium-might,"Status moves go last, but are not affected by the opponent's ability.",None,None,None,None,None
948,https://pokemondb.net/pokedex/toedscool,Toedscool,"Ground, Grass",33.0,90.0,"{'Nor': 1.0, 'Fir': 2.0, 'Wat': 1.0, 'Ele': 0.0, 'Gra': 1.0, 'Ice': 4.0, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 0.5}",Mycelium Might,https://pokemondb.net/ability/mycelium-might,"Status moves go last, but are not affected by the opponent's ability.",949,None,None,Toedscruel,https://pokemondb.net/pokedex/toedscruel
933,https://pokemondb.net/pokedex/naclstack,Naclstack,Rock,105.0,60.0,"{'Nor': 0.5, 'Fir': 0.5, 'Wat': 2.0, 'Ele': 1.0, 'Gra': 2.0, 'Ice': 1.0, 'Fig': 2.0, 'Poi': 0.5, 'Gro': 2.0}",Clear Body; Sturdy; Purifying Salt,https://pokemondb.net/ability/clear-body; https://pokemondb.net/ability/sturdy; https://pokemondb.net/ability/purifying-salt,"Prevents other Pokémon from lowering its stats.; Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves ( Fissure , Horn Drill , Guillotine or Sheer Cold ). If Sturdy activates before the final hit of a multi-hit move (such as Fury Swipes ), the subsequent hit will still deal damage and therefore cause the Pokémon to faint. Sturdy does not prevent self-inflicted KO moves such as Selfdestruct , Explosion and Final Gambit .; Protects from status conditions and halves damage from Ghost-type moves.",934,None,None,Garganacl,https://pokemondb.net/pokedex/garganacl
934,https://pokemondb.net/pokedex/garganacl,Garganacl,Rock,240.0,230.0,"{'Nor': 0.5, 'Fir': 0.5, 'Wat': 2.0, 'Ele': 1.0, 'Gra': 2.0, 'Ice': 1.0, 'Fig': 2.0, 'Poi': 0.5, 'Gro': 2.0}",Clear Body; Sturdy; Purifying Salt,https://pokemondb.net/ability/clear-body; https://pokemondb.net/ability/sturdy; https://pokemondb.net/ability/purifying-salt,"Prevents other Pokémon from lowering its stats.; Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves ( Fissure , Horn Drill , Guillotine or Sheer Cold ). If Sturdy activates before the final hit of a multi-hit move (such as Fury Swipes ), the subsequent hit will still deal damage and therefore cause the Pokémon to faint. Sturdy does not prevent self-inflicted KO moves such as Selfdestruct , Explosion and Final Gambit .; Protects from status conditions and halves damage from Ghost-type moves.",None,None,None,None,None
935,https://pokemondb.net/pokedex/charcadet,Charcadet,Fire,10.5,60.0,"{'Nor': 1.0, 'Fir': 0.0, 'Wat': 2.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 0.5, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 2.0}",Flame Body; Flash Fire,https://pokemondb.net/ability/flame-body; https://pokemondb.net/ability/flash-fire,"If a Pokémon with Flame Body is hit by a move that makes contact, there is a 30% chance the attacker will become burned. If a Pokémon with Flame Body (or Magma Armor or Steam Engine ) and a Pokémon Egg are both in the party Pokémon, the number of steps required to hatch the egg are halved.; When a Pokémon with Flash Fire is hit by a Fire-type move, it does not deal damage but instead raises the power of the bearer's Fire-type moves by 50%. Subsequent hits do not raise the power even more, but the effect remains while the ability-bearer is in battle.",936; 937,None; None,None; None,None; None,None; None
936,https://pokemondb.net/pokedex/armarouge,Armarouge,"Fire, Psychic",85.0,150.0,"{'Nor': 1.0, 'Fir': 0.0, 'Wat': 2.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 0.5, 'Fig': 0.5, 'Poi': 1.0, 'Gro': 2.0}",Weak Armor; Flash Fire,https://pokemondb.net/ability/weak-armor; https://pokemondb.net/ability/flash-fire,"When a Pokémon with Weak Armor is hit by a physical move, its Defense drops one stage, but its Speed increases by one stage. Stats can be raised to a maximum of +6 stages each, or lowered to a minimum of -6 stages each.; When a Pokémon with Flash Fire is hit by a Fire-type move, it does not deal damage but instead raises the power of the bearer's Fire-type moves by 50%. Subsequent hits do not raise the power even more, but the effect remains while the ability-bearer is in battle.",None,None,None,None,None
937,https://pokemondb.net/pokedex/ceruledge,Ceruledge,"Fire, Ghost",62.0,160.0,"{'Nor': 0.0, 'Fir': 0.0, 'Wat': 2.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 0.5, 'Fig': 0.0, 'Poi': 0.5, 'Gro': 2.0}",Weak Armor; Flash Fire,https://pokemondb.net/ability/weak-armor; https://pokemondb.net/ability/flash-fire,"When a Pokémon with Weak Armor is hit by a physical move, its Defense drops one stage, but its Speed increases by one stage. Stats can be raised to a maximum of +6 stages each, or lowered to a minimum of -6 stages each.; When a Pokémon with Flash Fire is hit by a Fire-type move, it does not deal damage but instead raises the power of the bearer's Fire-type moves by 50%. Subsequent hits do not raise the power even more, but the effect remains while the ability-bearer is in battle.",None,None,None,None,None
938,https://pokemondb.net/pokedex/tadbulb,Tadbulb,Electric,0.4,30.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 0.5, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 2.0}",Damp; Own Tempo; Static,https://pokemondb.net/ability/damp; https://pokemondb.net/ability/own-tempo; https://pokemondb.net/ability/static,"Damp prevents all Pokémon on the field from using the moves Selfdestruct and Explosion . It also prevents damage (to the Damp Pokémon only) from the ability Aftermath .; Prevents the Pokémon from becoming confused.; If a Pokémon with Static is hit by a move making contact, there is a 30% chance the foe will become paralyzed. If a Pokémon with Static is the leading party Pokémon, it is 50% more likely that a wild Pokémon encountered will be Electric type.",939,None,None,Bellibolt,https://pokemondb.net/pokedex/bellibolt
939,https://pokemondb.net/pokedex/bellibolt,Bellibolt,Electric,113.0,120.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 0.5, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 2.0}",Damp; Static; Electromorphosis,https://pokemondb.net/ability/damp; https://pokemondb.net/ability/static; https://pokemondb.net/ability/electromorphosis,"Damp prevents all Pokémon on the field from using the moves Selfdestruct and Explosion . It also prevents damage (to the Damp Pokémon only) from the ability Aftermath .; If a Pokémon with Static is hit by a move making contact, there is a 30% chance the foe will become paralyzed. If a Pokémon with Static is the leading party Pokémon, it is 50% more likely that a wild Pokémon encountered will be Electric type.; If a Pokémon with Electromorphosis is hit by an attack, the power of the next Electric-type move it uses is doubled.",None,None,None,None,None
940,https://pokemondb.net/pokedex/wattrel,Wattrel,"Electric, Flying",3.6,40.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 2.0, 'Fig': 0.5, 'Poi': 1.0, 'Gro': 0.0}",Competitive; Volt Absorb; Wind Power,https://pokemondb.net/ability/competitive; https://pokemondb.net/ability/volt-absorb; https://pokemondb.net/ability/wind-power,"Competitive raises the ability-bearer's Special Attack by two stages when hit by a stat-lowering move. Stats can be raised to a maximum of +6 stages each.; A Pokémon with Volt Absorb heals 1 ⁄ 4 of its maximum HP when hit by an Electric -type attack, including Thunder Wave . In Generation 3 , Volt Absorb does not activate for Thunder Wave .; If a Pokémon with Wind Power is hit by a wind move, the power of the next Electric-type move it uses is doubled.",941,None,None,Kilowattrel,https://pokemondb.net/pokedex/kilowattrel
941,https://pokemondb.net/pokedex/kilowattrel,Kilowattrel,"Electric, Flying",38.6,140.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 2.0, 'Fig': 0.5, 'Poi': 1.0, 'Gro': 0.0}",Competitive; Volt Absorb; Wind Power,https://pokemondb.net/ability/competitive; https://pokemondb.net/ability/volt-absorb; https://pokemondb.net/ability/wind-power,"Competitive raises the ability-bearer's Special Attack by two stages when hit by a stat-lowering move. Stats can be raised to a maximum of +6 stages each.; A Pokémon with Volt Absorb heals 1 ⁄ 4 of its maximum HP when hit by an Electric -type attack, including Thunder Wave . In Generation 3 , Volt Absorb does not activate for Thunder Wave .; If a Pokémon with Wind Power is hit by a wind move, the power of the next Electric-type move it uses is doubled.",None,None,None,None,None
942,https://pokemondb.net/pokedex/maschiff,Maschiff,Dark,16.0,50.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 2.0, 'Poi': 1.0, 'Gro': 1.0}",Stakeout; Run Away; Intimidate,https://pokemondb.net/ability/stakeout; https://pokemondb.net/ability/run-away; https://pokemondb.net/ability/intimidate,"Stakeout enables the Pokémon to deal twice the normal damage to any Pokémon that switches in or enters the field mid-battle.; Run Away allows the bearer to flee a battle with a wild Pokémon without fail, even if the opposing Pokémon has used a move like Mean Look or Bind , or has an ability such as Arena Trap . Pokémon with Run Away cannot switch out for another Pokémon, only flee. It does not allow the Pokémon to flee from Trainer battles.; Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle). Stats can be lowered to a minimum of -6 stages each. If a Pokémon with Intimidate is the leading party Pokémon, wild Pokémon are 50% less likely to be lower level.",943,None,None,Mabosstiff,https://pokemondb.net/pokedex/mabosstiff
943,https://pokemondb.net/pokedex/mabosstiff,Mabosstiff,Dark,61.0,110.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 2.0, 'Poi': 1.0, 'Gro': 1.0}",Stakeout; Guard Dog; Intimidate,https://pokemondb.net/ability/stakeout; https://pokemondb.net/ability/guard-dog; https://pokemondb.net/ability/intimidate,"Stakeout enables the Pokémon to deal twice the normal damage to any Pokémon that switches in or enters the field mid-battle.; Boosts Attack if intimidated, and prevents being forced to switch out.; Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle). Stats can be lowered to a minimum of -6 stages each. If a Pokémon with Intimidate is the leading party Pokémon, wild Pokémon are 50% less likely to be lower level.",None,None,None,None,None
944,https://pokemondb.net/pokedex/shroodle,Shroodle,"Poison, Normal",0.7,20.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 1.0, 'Fig': 1.0, 'Poi': 0.5, 'Gro': 2.0}",Prankster; Pickpocket; Unburden,https://pokemondb.net/ability/prankster; https://pokemondb.net/ability/pickpocket; https://pokemondb.net/ability/unburden,"Prankster increases the priority of status moves by +1. This means that a slower Pokémon with Prankster can use a status move before the opponent uses a regular move. Or if the ability-bearer is faster, it could use a status move before the opponent uses a priority move like Aqua Jet . The move Quick Guard does not block moves whose priority is increased by Prankster (but it does block moves that already have increased priority).; Steals an item when hit by another Pokémon.; Raises Speed if a held item is used.",945,None,None,Grafaiai,https://pokemondb.net/pokedex/grafaiai
945,https://pokemondb.net/pokedex/grafaiai,Grafaiai,"Poison, Normal",27.2,70.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 1.0, 'Fig': 1.0, 'Poi': 0.5, 'Gro': 2.0}",Prankster; Poison Touch; Unburden,https://pokemondb.net/ability/prankster; https://pokemondb.net/ability/poison-touch; https://pokemondb.net/ability/unburden,"Prankster increases the priority of status moves by +1. This means that a slower Pokémon with Prankster can use a status move before the opponent uses a regular move. Or if the ability-bearer is faster, it could use a status move before the opponent uses a priority move like Aqua Jet . The move Quick Guard does not block moves whose priority is increased by Prankster (but it does block moves that already have increased priority).; May poison targets when a Pokémon makes contact.; Raises Speed if a held item is used.",None,None,None,None,None
946,https://pokemondb.net/pokedex/bramblin,Bramblin,"Grass, Ghost",0.6,60.0,"{'Nor': 0.0, 'Fir': 2.0, 'Wat': 0.5, 'Ele': 0.5, 'Gra': 0.5, 'Ice': 2.0, 'Fig': 0.0, 'Poi': 1.0, 'Gro': 0.5}",Infiltrator; Wind Rider,https://pokemondb.net/ability/infiltrator; https://pokemondb.net/ability/wind-rider,"Infiltrator ignores the effects of Reflect , Light Screen and Safeguard . In other words, if the opponent has used Safeguard, Toxic would still badly poison them.; Wind Rider gives immunity to wind moves, and causes the Pokémon's Attack to increase by one stage when hit by one.",947,None,None,Brambleghast,https://pokemondb.net/pokedex/brambleghast
947,https://pokemondb.net/pokedex/brambleghast,Brambleghast,"Grass, Ghost",6.0,120.0,"{'Nor': 0.0, 'Fir': 2.0, 'Wat': 0.5, 'Ele': 0.5, 'Gra': 0.5, 'Ice': 2.0, 'Fig': 0.0, 'Poi': 1.0, 'Gro': 0.5}",Infiltrator; Wind Rider,https://pokemondb.net/ability/infiltrator; https://pokemondb.net/ability/wind-rider,"Infiltrator ignores the effects of Reflect , Light Screen and Safeguard . In other words, if the opponent has used Safeguard, Toxic would still badly poison them.; Wind Rider gives immunity to wind moves, and causes the Pokémon's Attack to increase by one stage when hit by one.",None,None,None,None,None
920,https://pokemondb.net/pokedex/lokix,Lokix,"Bug, Dark",17.5,100.0,"{'Nor': 1.0, 'Fir': 2.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 0.5, 'Ice': 1.0, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 0.5}",Tinted Lens; Swarm,https://pokemondb.net/ability/tinted-lens; https://pokemondb.net/ability/swarm,"Powers up ""not very effective"" moves.; Swarm increases the power of Bug -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ). If a Pokémon with Swarm is the leading party Pokémon, wild Pokémon are twice as likely to appear.",None,None,None,None,None
921,https://pokemondb.net/pokedex/pawmi,Pawmi,Electric,2.5,30.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 0.5, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 2.0}",Iron Fist; Natural Cure; Static,https://pokemondb.net/ability/iron-fist; https://pokemondb.net/ability/natural-cure; https://pokemondb.net/ability/static,"Iron Fist increases the power of all punching moves by 20%. The attacks classed as punching moves are shown below with their normal and boosted power: *No Pokémon with Iron Fist can learn these moves, however they can be called via Copycat , Metronome , Mimic , Mirror Move , or from a Pokémon that gained the ability (for example by Skill Swap ).; All status problems heal when it switches out.; If a Pokémon with Static is hit by a move making contact, there is a 30% chance the foe will become paralyzed. If a Pokémon with Static is the leading party Pokémon, it is 50% more likely that a wild Pokémon encountered will be Electric type.",922; 923,1; None,None; None,Pawmo; Pawmot,https://pokemondb.net/pokedex/pawmo; https://pokemondb.net/pokedex/pawmot
922,https://pokemondb.net/pokedex/pawmo,Pawmo,"Electric, Fighting",6.5,40.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 0.0, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 2.0}",Iron Fist; Natural Cure; Volt Absorb,https://pokemondb.net/ability/iron-fist; https://pokemondb.net/ability/natural-cure; https://pokemondb.net/ability/volt-absorb,"Iron Fist increases the power of all punching moves by 20%. The attacks classed as punching moves are shown below with their normal and boosted power: *No Pokémon with Iron Fist can learn these moves, however they can be called via Copycat , Metronome , Mimic , Mirror Move , or from a Pokémon that gained the ability (for example by Skill Swap ).; All status problems heal when it switches out.; A Pokémon with Volt Absorb heals 1 ⁄ 4 of its maximum HP when hit by an Electric -type attack, including Thunder Wave . In Generation 3 , Volt Absorb does not activate for Thunder Wave .",923,None,None,Pawmot,https://pokemondb.net/pokedex/pawmot
923,https://pokemondb.net/pokedex/pawmot,Pawmot,"Electric, Fighting",41.0,90.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 0.0, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 1.0, 'Poi': 1.0, 'Gro': 2.0}",Iron Fist; Natural Cure; Volt Absorb,https://pokemondb.net/ability/iron-fist; https://pokemondb.net/ability/natural-cure; https://pokemondb.net/ability/volt-absorb,"Iron Fist increases the power of all punching moves by 20%. The attacks classed as punching moves are shown below with their normal and boosted power: *No Pokémon with Iron Fist can learn these moves, however they can be called via Copycat , Metronome , Mimic , Mirror Move , or from a Pokémon that gained the ability (for example by Skill Swap ).; All status problems heal when it switches out.; A Pokémon with Volt Absorb heals 1 ⁄ 4 of its maximum HP when hit by an Electric -type attack, including Thunder Wave . In Generation 3 , Volt Absorb does not activate for Thunder Wave .",None,None,None,None,None
924,https://pokemondb.net/pokedex/tandemaus,Tandemaus,Normal,1.8,30.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 2.0, 'Poi': 1.0, 'Gro': 1.0}",Own Tempo; Pickup; Run Away,https://pokemondb.net/ability/own-tempo; https://pokemondb.net/ability/pickup; https://pokemondb.net/ability/run-away,"Prevents the Pokémon from becoming confused.; When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again. Pokémon with Pickup will also obtain an item thrown at them with Fling (if they are not already holding anything). In Generations 3-4 , Pickup has no effect in battle. When a battle ends, any party Pokémon with Pickup has a 10% chance of picking up an item (if they are not already holding an item). Items picked up range from Potions, Great Balls, Ultra Balls and Rare Candies up to Leftovers and some TMs. Better items have a lower chance of being found; furthermore, higher-level Pokémon will obtain better items.; Run Away allows the bearer to flee a battle with a wild Pokémon without fail, even if the opposing Pokémon has used a move like Mean Look or Bind , or has an ability such as Arena Trap . Pokémon with Run Away cannot switch out for another Pokémon, only flee. It does not allow the Pokémon to flee from Trainer battles.",925; 925,25; 25,None; None,None; None,None; None
925,https://pokemondb.net/pokedex/maushold,Maushold,Normal,2.8,30.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 2.0, 'Poi': 1.0, 'Gro': 1.0}",Technician; Cheek Pouch; Friend Guard,https://pokemondb.net/ability/technician; https://pokemondb.net/ability/cheek-pouch; https://pokemondb.net/ability/friend-guard,"Technician increases the power of moves - that are usually base power 60 or below - by 50%. Moves with variable base power are boosted only when it is 60 or below. For example, if Magnitude hits at level 6 it will be boosted from 50 to 75, but level 7 will stay at 70 base power. Moves like Sonic Boom that deal fixed HP damage are not affected by Technician .; Cheek Pouch restores the bearer's HP when a Berry is consumed, on top of the berry's usual effects. So for example, it may cure a status condition and restore HP, or restore more HP than normal.; Reduces damage done to allies.",None,None,None,None,None
926,https://pokemondb.net/pokedex/fidough,Fidough,Fairy,10.9,30.0,"{'Nor': 1.0, 'Fir': 1.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 0.5, 'Poi': 2.0, 'Gro': 1.0}",Klutz; Own Tempo,https://pokemondb.net/ability/klutz; https://pokemondb.net/ability/own-tempo,The Pokémon can't use any held items.; Prevents the Pokémon from becoming confused.,927,None,None,Dachsbun,https://pokemondb.net/pokedex/dachsbun
927,https://pokemondb.net/pokedex/dachsbun,Dachsbun,Fairy,14.9,50.0,"{'Nor': 1.0, 'Fir': 0.0, 'Wat': 1.0, 'Ele': 1.0, 'Gra': 1.0, 'Ice': 1.0, 'Fig': 0.5, 'Poi': 2.0, 'Gro': 1.0}",Aroma Veil; Well-Baked Body,https://pokemondb.net/ability/aroma-veil; https://pokemondb.net/ability/well-baked-body,"Protects allies from attacks that limit their move choices.; Immune to Fire-type moves, and Defense is sharply boosted.",None,None,None,None,None
928,https://pokemondb.net/pokedex/smoliv,Smoliv,"Grass, Normal",6.5,30.0,"{'Nor': 1.0, 'Fir': 2.0, 'Wat': 0.5, 'Ele': 0.5, 'Gra': 0.5, 'Ice': 2.0, 'Fig': 2.0, 'Poi': 2.0, 'Gro': 0.5}",Harvest; Early Bird,https://pokemondb.net/ability/harvest; https://pokemondb.net/ability/early-bird,May create another Berry after one is used.; The Pokémon awakens quickly from sleep.,929; 930,35; None,None; None,Dolliv; Arboliva,https://pokemondb.net/pokedex/dolliv; https://pokemondb.net/pokedex/arboliva
929,https://pokemondb.net/pokedex/dolliv,Dolliv,"Grass, Normal",11.9,60.0,"{'Nor': 1.0, 'Fir': 2.0, 'Wat': 0.5, 'Ele': 0.5, 'Gra': 0.5, 'Ice': 2.0, 'Fig': 2.0, 'Poi': 2.0, 'Gro': 0.5}",Harvest; Early Bird,https://pokemondb.net/ability/harvest; https://pokemondb.net/ability/early-bird,May create another Berry after one is used.; The Pokémon awakens quickly from sleep.,930,None,None,Arboliva,https://pokemondb.net/pokedex/arboliva
930,https://pokemondb.net/pokedex/arboliva,Arboliva,"Grass, Normal",48.2,140.0,"{'Nor': 1.0, 'Fir': 2.0, 'Wat': 0.5, 'Ele': 0.5, 'Gra': 0.5, 'Ice': 2.0, 'Fig': 2.0, 'Poi': 2.0, 'Gro': 0.5}",Harvest; Seed Sower,https://pokemondb.net/ability/harvest; https://pokemondb.net/ability/seed-sower,May create another Berry after one is used.; Turns the ground into Grassy Terrain when the Pokémon is hit by an attack.,None,None,None,None,None
